co_localite_pj|co_localite_insse|co_localite_insee_pj|lib_commune|principale
00100100|01001|01001|L'Abergement Clémenciat|1
00100200|01002|01002|L'Abergement de Varey|1
00100300|01000|00100300|Amareins|0
00100400|01004|01004|Ambérieu en Bugey|1
00100500|01005|01005|Ambérieux en Dombes|1
00100600|01006|01006|Ambléon|1
00100700|01007|01007|Ambronay|1
00100800|01008|01008|Ambutrix|1
00100900|01009|01009|Andert et Condon|1
00101000|01010|01010|Anglefort|1
00101100|01011|01011|Apremont|1
00101200|01012|01012|Aranc|1
00101300|01013|01013|Arandas|1
00101400|01014|01014|Arbent|1
00101500|01015|01015|Arbignieu|1
00101600|01016|01016|Arbigny|1
00101700|01017|01017|Argis|1
00101800|01000|00101800|Arlod|0
00101900|01019|01019|Armix|1
00102000|01000|00102000|Arnans|0
00102100|01021|01021|Ars sur Formans|1
00102200|01022|01022|Artemare|1
00102300|01023|01023|Asnières sur Saône|1
00102400|01024|01024|Attignat|1
00102500|01025|01025|Bâgé la Ville|1
00102600|01026|01026|Bâgé le Châtel|1
00102700|01027|01027|Balan|1
00102750|01000|00102750|Le Balmay|0
00102800|01028|01028|Baneins|1
00102860|01170|01170|Béard-Géovreissiat|1
00102900|01029|01029|Beaupont|1
00103000|01030|01030|Beauregard|1
00103200|01032|01032|Béligneux|1
00103300|01033|01033|Bellegarde sur Valserine|1
00103400|01034|01034|Belley|1
00103500|01035|01035|Belleydoux|1
00103550|01031|01031|Bellignat|1
00103600|01036|01036|Belmont Luthézieu|1
00103700|01037|01037|Bénonces|1
00103800|01038|01038|Bény|1
00103900|01039|01039|Béon|1
00104000|01040|01040|Béréyziat|1
00104100|01041|01041|Bettant|1
00104200|01042|01042|Bey|1
00104300|01043|01043|Beynost|1
00104400|01044|01044|Billiat|1
00104450|01000|00104450|Bioleaz|0
00104500|01045|01045|Birieux|1
00104600|01046|01046|Biziat|1
00104700|01047|01047|Blyes|1
00104750|01000|00104750|Bohas|0
00104800|01245|01245|Bohas-Meyriat-Rignat|1
00104900|01049|01049|La Boisse|1
00105000|01050|01050|Boissey|1
00105100|01051|01051|Bolozon|1
00105200|01052|01052|Bouligneux|1
00105300|01053|01053|Bourg en Bresse|1
00105400|01054|01054|Bourg Saint Christophe|1
00105600|01056|01056|Boyeux Saint Jérôme|1
00105700|01057|01057|Boz|1
00105800|01058|01058|Brégnier Cordon|1
00105900|01059|01059|Brénaz|1
00106000|01060|01060|Brénod|1
00106100|01061|01061|Brens|1
00106200|01062|01062|Bressolles|1
00106250|01000|00106250|Bretigny|0
00106300|01063|01063|Brion|1
00106400|01064|01064|Briord|1
00106500|01065|01065|Buellas|1
00106600|01066|01066|La Burbanche|1
00106650|01000|00106650|Camp de la Valbonne|0
00106700|01067|01067|Ceignes|1
00106800|01068|01068|Cerdon|1
00106900|01069|01069|Certines|1
00107000|01000|00107000|Cesseins|0
00107100|01071|01071|Cessy|1
00107200|01072|01072|Ceyzériat|1
00107300|01073|01073|Ceyzérieu|1
00107400|01074|01074|Chalamont|1
00107500|01075|01075|Chaleins|1
00107600|01076|01076|Chaley|1
00107700|01077|01077|Challes|1
00107800|01078|01078|Challex|1
00107900|01079|01079|Champagne en Valromey|1
00108000|01080|01080|Champdor|1
00108100|01081|01081|Champfromier|1
00108200|01082|01082|Chanay|1
00108300|01083|01083|Chaneins|1
00108400|01084|01084|Chanoz Châtenay|1
00108500|01085|01085|La Chapelle du Châtelard|1
00108700|01087|01087|Charix|1
00108800|01088|01088|Charnoz sur Ain|1
00108900|01089|01089|Château Gaillard|1
00109000|01090|01090|Châtenay|1
00109100|01091|01091|Châtillon en Michaille|1
00109200|01092|01092|Châtillon la Palud|1
00109300|01093|01093|Châtillon sur Chalaronne|1
00109400|01094|01094|Chavannes sur Reyssouze|1
00109500|01095|01095|Chavannes sur Suran|1
00109600|01096|01096|Chaveyriat|1
00109700|01097|01097|Chavornay|1
00109800|01098|01098|Chazey Bons|1
00109900|01099|01099|Chazey sur Ain|1
00110000|01100|01100|Cheignieu la Balme|1
00110100|01101|01101|Chevillard|1
00110200|01102|01102|Chevroux|1
00110300|01103|01103|Chevry|1
00110400|01104|01104|Chézery Forens|1
00110500|01105|01105|Civrieux|1
00110600|01106|01106|Cize|1
00110648|01107|01107|Cleyzieu|1
00110700|01000|00110700|La Cluse|0
00110800|01108|01108|Coligny|1
00110900|01109|01109|Collonges|1
00111000|01110|01110|Colomieu|1
00111050|01000|00111050|La Combe d'Evuaz|0
00111100|01111|01111|Conand|1
00111200|01112|01112|Condamine|1
00111300|01113|01113|Condeissiat|1
00111400|01114|01114|Confort|1
00111500|01115|01115|Confrancon|1
00111600|01116|01116|Contrevoz|1
00111700|01117|01117|Conzieu|1
00111800|01118|01118|Corbonod|1
00111900|01119|01119|Corcelles|1
00112000|01000|00112000|Corgenon|0
00112100|01121|01121|Corlier|1
00112200|01122|01122|Cormaranche en Bugey|1
00112300|01123|01123|Cormoranche sur Saône|1
00112400|01124|01124|Cormoz|1
00112500|01125|01125|Corveissiat|1
00112600|01000|00112600|Coupy|0
00112700|01127|01127|Courmangoux|1
00112800|01128|01128|Courtes|1
00112900|01129|01129|Crans|1
00113000|01130|01130|Cras sur Reyssouze|1
00113300|01133|01133|Cressin Rochefort|1
00113400|01134|01134|Crottet|1
00113500|01135|01135|Crozet|1
00113600|01136|01136|Cruzilles lès Mépillat|1
00113700|01000|00113700|Cuisiat|0
00113800|01138|01138|Culoz|1
00113900|01139|01139|Curciat Dongalon|1
00114000|01140|01140|Curtafond|1
00114050|01000|00114050|Cuvery Retord|0
00114100|01141|01141|Cuzieu|1
00114200|01142|01142|Dagneux|1
00114300|01143|01143|Divonne les Bains|1
00114400|01144|01144|Dommartin|1
00114600|01146|01146|Dompierre sur Chalaronne|1
00114650|01145|01145|Dompierre sur Veyle|1
00114700|01147|01147|Domsure|1
00114800|01148|01148|Dortan|1
00114900|01149|01149|Douvres|1
00115000|01150|01150|Drom|1
00115100|01151|01151|Druillat|1
00115200|01152|01152|Echallon|1
00115300|01153|01153|Echenevex|1
00115315|01249|00115315|Les Echets|0
00115400|01154|01154|Etrez|1
00115500|01155|01155|Evosges|1
00115600|01156|01156|Faramans|1
00115700|01157|01157|Fareins|1
00115800|01158|01158|Farges|1
00115900|01159|01159|Feillens|1
00116000|01160|01160|Ferney Voltaire|1
00116154|01162|01162|Flaxieu|1
00116300|01163|01163|Foissiat|1
00116500|01165|01165|Francheleins|1
00116600|01166|01166|Frans|1
00116700|01167|01167|Garnerans|1
00116900|01169|01169|Genouilleux|1
00117100|01171|01171|Géovreisset|1
00117150|01170|00117150|Géovreissiat|0
00117200|01172|01172|Germagnat|1
00117300|01173|01173|Gex|1
00117400|01174|01174|Giron|1
00117500|01175|01175|Gorrevod|1
00117600|01176|01176|Le Grand Abergement|1
00117700|01177|01177|Grand Corent|1
00117900|01179|01179|Grièges|1
00118000|01180|01180|Grilly|1
00118100|01181|01181|Groissiat|1
00118200|01182|01182|Groslée|1
00118300|01183|01183|Guéreins|1
00118400|01184|01184|Hautecourt Romanèche|1
00118500|01185|01185|Hauteville Lompnes|1
00118550|01000|00118550|Heyriat|0
00118600|01186|01186|Hostiaz|1
00118700|01187|01187|Hotonnes|1
00118800|01188|01188|Illiat|1
00118900|01189|01189|Injoux Génissiat|1
00119000|01190|01190|Innimond|1
00119100|01191|01191|Izenave|1
00119200|01192|01192|Izernore|1
00119300|01193|01193|Izieu|1
00119350|01000|00119350|Le Jalinard|0
00119400|01194|01194|Jassans Riottier|1
00119500|01195|01195|Jasseron|1
00119600|01196|01196|Jayat|1
00119700|01197|01197|Journans|1
00119800|01198|01198|Joyeux|1
00119900|01199|01199|Jujurieux|1
00120000|01200|01200|Labalme|1
00120050|01000|00120050|Lachat|0
00120100|01000|00120100|Lacoux|0
00120200|01202|01202|Lagnieu|1
00120300|01203|01203|Laiz|1
00120400|01204|01204|Lalleyriat|1
00120500|01205|01205|Lancrans|1
00120600|01206|01206|Lantenay|1
00120700|01207|01207|Lapeyrouse|1
00120821|01208|01208|Lavours|1
00120900|01209|01209|Léaz|1
00121000|01210|01210|Lélex|1
00121100|01211|01211|Lent|1
00121200|01212|01212|Lescheroux|1
00121300|01213|01213|Leyment|1
00121400|01214|01214|Leyssard|1
00121500|01215|01215|Lhôpital|1
00121600|01216|01216|Lhuis|1
00121800|01218|01218|Lochieu|1
00121900|01219|01219|Lompnas|1
00122100|01221|01221|Lompnieu|1
00122200|01000|00122200|Longecombe|0
00122250|01209|00122250|Longeray|0
00122300|01000|00122300|Loyes|0
00122400|01224|01224|Loyettes|1
00122500|01225|01225|Lurcy|1
00122700|01227|01227|Magnieu|1
00122800|01228|01228|Maillat|1
00122900|01229|01229|Malafretaz|1
00123000|01230|01230|Mantenay Montlin|1
00123100|01231|01231|Manziat|1
00123200|01232|01232|Marboz|1
00123300|01233|01233|Marchamp|1
00123400|01234|01234|Marignieu|1
00123500|01235|01235|Marlieux|1
00123600|01236|01236|Marsonnas|1
00123700|01237|01237|Martignat|1
00123750|01000|00123750|Le Mas Pugues|0
00123800|01238|01238|Massieux|1
00123900|01239|01239|Massignieu de Rives|1
00124000|01240|01240|Matafelon Granges|1
00124100|01241|01241|Meillonnas|1
00124150|01000|00124150|Menthières|0
00124200|01242|01242|Mérignat|1
00124300|01243|01243|Messimy sur Saône|1
00124400|01244|01244|Meximieux|1
00124500|01000|00124500|Meyriat|0
00124600|01246|01246|Mézériat|1
00124700|01247|01247|Mijoux|1
00124800|01248|01248|Mionnay|1
00124900|01249|01249|Miribel|1
00125000|01250|01250|Misérieux|1
00125200|01252|01252|Mogneneins|1
00125300|01000|00125300|Mollon|0
00125400|01254|01254|Montagnat|1
00125500|01255|01255|Montagnieu|1
00125700|01257|01257|Montanges|1
00125800|01258|01258|Montceaux|1
00125900|01259|01259|Montcet|1
00126000|01260|01260|Le Montellier|1
00126100|01261|01261|Monthieux|1
00126200|01262|01262|Montluel|1
00126300|01263|01263|Montmerle sur Saône|1
00126400|01264|01264|Montracol|1
00126500|01265|01265|Montréal la Cluse|1
00126600|01266|01266|Montrevel en Bresse|1
00126718|01000|00126718|Moulin de Charix|0
00126800|01268|01268|Murs et Gélignieux|1
00126900|01269|01269|Nantua|1
00126950|01000|00126950|Napt|0
00127100|01271|01271|Nattages|1
00127200|01272|01272|Neuville les Dames|1
00127300|01273|01273|Neuville sur Ain|1
00127400|01274|01274|Les Neyrolles|1
00127500|01275|01275|Neyron|1
00127600|01276|01276|Niévroz|1
00127700|01277|01277|Nivollet Montgriffon|1
00127718|01267|01267|Nurieux Volognat|1
00127800|01000|00127800|Ochiaz|0
00127900|01279|01279|Oncieu|1
00127950|01000|00127950|Onjard|0
00128000|01280|01280|Ordonnaz|1
00128100|01281|01281|Ornex|1
00128200|01282|01282|Outriaz|1
00128300|01283|01283|Oyonnax|1
00128400|01284|01284|Ozan|1
00128500|01285|01285|Parcieux|1
00128600|01286|01286|Parves|1
00128800|01288|01288|Péron|1
00128900|01289|01289|Péronnas|1
00129000|01290|01290|Pérouges|1
00129100|01291|01291|Perrex|1
00129200|01292|01292|Le Petit Abergement|1
00129300|01293|01293|Peyriat|1
00129400|01294|01294|Peyrieu|1
00129450|01000|00129450|Peyzieu|0
00129500|01295|01295|Peyzieux sur Saône|1
00129600|01296|01296|Pirajoux|1
00129700|01297|01297|Pizay|1
00129800|01298|01298|Plagne|1
00129850|01000|00129850|Les Plans d'Hotonnes|0
00129900|01299|01299|Le Plantay|1
00129950|01000|00129950|Pont de Chazey|0
00130000|01300|01300|Le Poizat|1
00130100|01301|01301|Polliat|1
00130200|01302|01302|Pollieu|1
00130300|01303|01303|Poncin|1
00130400|01304|01304|Pont d'Ain|1
00130500|01305|01305|Pont de Vaux|1
00130600|01306|01306|Pont de Veyle|1
00130700|01307|01307|Port|1
00130800|01308|01308|Pougny|1
00130900|01309|01309|Pouillat|1
00130950|01000|00130950|Pregnin|0
00131000|01310|01310|Prémeyzel|1
00131100|01311|01311|Prémillieu|1
00131200|01312|01312|Pressiat|1
00131300|01313|01313|Prévessin Moëns|1
00131400|01314|01314|Priay|1
00131500|01202|00131500|Proulieu|0
00131600|01316|01316|Pugieu|1
00131700|01317|01317|Ramasse|1
00131800|01318|01318|Rancé|1
00131900|01319|01319|Relevant|1
00132000|01320|01320|Replonges|1
00132100|01321|01321|Revonnas|1
00132200|01322|01322|Reyrieux|1
00132300|01323|01323|Reyssouze|1
00132400|01245|00132400|Rignat|0
00132500|01325|01325|Rignieux le Franc|1
00132800|01328|01328|Romans|1
00132850|01000|00132850|Le Roset|0
00132900|01329|01329|Rossillon|1
00133000|01330|01330|Ruffieu|1
00133100|01331|01331|Saint Alban|1
00133200|01332|01332|Saint André de Bâgé|1
00133300|01333|01333|Saint André de Corcy|1
00133400|01334|01334|Saint André d'Huiriat|1
00133500|01335|01335|Saint André le Bouchoux|1
00133600|01336|01336|Saint André sur Vieux Jonc|1
00133700|01337|01337|Saint Bénigne|1
00133800|01338|01338|Saint Benoît|1
00133900|01339|01339|Saint Bernard|1
00134000|01340|01340|Saint Bois|1
00134100|01341|01341|Saint Champ|1
00134200|01342|01342|Sainte Croix|1
00134300|01343|01343|Saint Cyr sur Menthon|1
00134500|01345|01345|Saint Denis en Bugey|1
00134550|01344|01344|Saint Denis lès Bourg|1
00134600|01346|01346|Saint Didier d'Aussiat|1
00134700|01347|01347|Saint Didier de Formans|1
00134800|01348|01348|Saint Didier sur Chalaronne|1
00134900|01349|01349|Saint Eloi|1
00135000|01350|01350|Saint Etienne du Bois|1
00135100|01351|01351|Saint Etienne sur Chalaronne|1
00135200|01352|01352|Saint Etienne sur Reyssouze|1
00135300|01353|01353|Sainte Euphémie|1
00135400|01354|01354|Saint Genis Pouilly|1
00135500|01355|01355|Saint Genis sur Menthon|1
00135600|01356|01356|Saint Georges sur Renon|1
00135700|01357|01357|Saint Germain de Joux|1
00135800|01358|01358|Saint Germain les Paroisses|1
00135900|01359|01359|Saint Germain sur Renon|1
00136000|01360|01360|Saint Jean de Gonville|1
00136100|01361|01361|Saint Jean de Niost|1
00136200|01362|01362|Saint Jean de Thurigneux|1
00136300|01363|01363|Saint Jean le Vieux|1
00136400|01364|01364|Saint Jean sur Reyssouze|1
00136500|01365|01365|Saint Jean sur Veyle|1
00136600|01366|01366|Sainte Julie|1
00136700|01367|01367|Saint Julien sur Reyssouze|1
00136800|01368|01368|Saint Julien sur Veyle|1
00136900|01369|01369|Saint Just|1
00137000|01370|01370|Saint Laurent sur Saône|1
00137100|01371|01371|Saint Marcel|1
00137200|01372|01372|Saint Martin de Bavel|1
00137300|01373|01373|Saint Martin du Fresne|1
00137400|01374|01374|Saint Martin du Mont|1
00137500|01375|01375|Saint Martin le Châtel|1
00137600|01376|01376|Saint Maurice de Beynost|1
00137800|01378|01378|Saint Maurice de Gourdans|1
00137900|01379|01379|Saint Maurice de Rémens|1
00138000|01380|01380|Saint Nizier le Bouchoux|1
00138100|01381|01381|Saint Nizier le Désert|1
00138200|01382|01382|Sainte Olive|1
00138300|01383|01383|Saint Paul de Varax|1
00138400|01384|01384|Saint Rambert en Bugey|1
00138500|01385|01385|Saint Rémy|1
00138600|01386|01386|Saint Sorlin en Bugey|1
00138700|01387|01387|Saint Sulpice|1
00138800|01388|01388|Saint Trivier de Courtes|1
00138900|01389|01389|Saint Trivier sur Moignans|1
00139000|01390|01390|Saint Vulbas|1
00139100|01391|01391|Salavre|1
00139200|01392|01392|Samognat|1
00139300|01393|01393|Sandrans|1
00139600|01396|01396|Sault Brénaz|1
00139700|01397|01397|Sauverny|1
00139800|01398|01398|Savigneux|1
00139900|01399|01399|Ségny|1
00140000|01400|01400|Seillonnaz|1
00140100|01401|01401|Sergy|1
00140200|01402|01402|Sermoyer|1
00140300|01403|01403|Serrières de Briord|1
00140400|01404|01404|Serrières sur Ain|1
00140500|01405|01405|Servas|1
00140600|01406|01406|Servignat|1
00140700|01407|01407|Seyssel|1
00140800|01408|01408|Simandre sur Suran|1
00140900|01409|01409|Songieu|1
00141000|01410|01410|Sonthonnax la Montagne|1
00141100|01411|01411|Souclin|1
00141200|01412|01412|Sulignat|1
00141300|01413|01413|Surjoux|1
00141400|01414|01414|Sutrieu|1
00141500|01415|01415|Talissieu|1
00141600|01416|01416|Tenay|1
00141700|01417|01417|Thézillieu|1
00141800|01418|01418|Thil|1
00141900|01419|01419|Thoiry|1
00142000|01420|01420|Thoissey|1
00142100|01421|01421|Torcieu|1
00142200|01422|01422|Tossiat|1
00142300|01423|01423|Toussieux|1
00142400|01424|01424|Tramoyes|1
00142500|01425|01425|La Tranclière|1
00142600|01426|01426|Treffort Cuisiat|1
00142700|01427|01427|Trévoux|1
00142800|01000|00142800|La Valbonne|0
00142818|01428|01428|Valeins|1
00142850|01000|00142850|Vanchy|0
00142900|01429|01429|Vandeins|1
00143000|01430|01430|Varambon|1
00143100|01431|01431|Vaux en Bugey|1
00143200|01432|01432|Verjon|1
00143300|01433|01433|Vernoux|1
00143400|01434|01434|Versailleux|1
00143500|01435|01435|Versonnex|1
00143600|01436|01436|Vesancy|1
00143700|01437|01437|Vescours|1
00143800|01000|00143800|Vesenex Crassy|0
00143900|01439|01439|Vésines|1
00144100|01442|01442|Vieu|1
00144200|01441|01441|Vieu d'Izenave|1
00144300|01443|01443|Villars les Dombes|1
00144400|01444|01444|Villebois|1
00144500|01445|01445|Villemotier|1
00144600|01446|01446|Villeneuve|1
00144700|01447|01447|Villereversure|1
00144800|01448|01448|Villes|1
00144900|01449|01449|Villette sur Ain|1
00145000|01450|01450|Villieu Loyes Mollon|1
00145100|01451|01451|Viriat|1
00145200|01452|01452|Virieu le Grand|1
00145300|01453|01453|Virieu le Petit|1
00145400|01454|01454|Virignin|1
00145600|01456|01456|Vongnes|1
00145800|01457|01457|Vonnas|1
00145900|01000|00145900|Vouvray|0
00200100|02001|02001|Abbécourt|1
00200200|02002|02002|Achery|1
00200300|02003|02003|Acy|1
00200400|02004|02004|Agnicourt et Séchelles|1
00200500|02005|02005|Aguilcourt|1
00200600|02006|02006|Aisonville et Bernoville|1
00200700|02007|02007|Aizelles|1
00200800|02008|02008|Aizy Jouy|1
00200900|02009|02009|Alaincourt|1
00201000|02010|02010|Allemant|1
00201100|02011|02011|Ambleny|1
00201200|02012|02012|Ambrief|1
00201300|02013|02013|Amifontaine|1
00201400|02014|02014|Amigny Rouy|1
00201500|02015|02015|Ancienville|1
00201600|02016|02016|Andelain|1
00201700|02017|02017|Anguilcourt le Sart|1
00201800|02018|02018|Anizy le Château|1
00201900|02019|02019|Annois|1
00202000|02020|02020|Any Martin Rieux|1
00202100|02021|02021|Archon|1
00202200|02022|02022|Arcy Sainte Restitue|1
00202300|02023|02023|Armentières sur Ourcq|1
00202400|02024|02024|Arrancy|1
00202500|02025|02025|Artemps|1
00202600|02026|02026|Artonges|1
00202700|02027|02027|Assis sur Serre|1
00202800|02028|02028|Athies sous Laon|1
00202900|02029|02029|Attilly|1
00203000|02030|02030|Aubencheul aux Bois|1
00203100|02031|02031|Aubenton|1
00203200|02032|02032|Aubigny aux Kaisnes|1
00203300|02033|02033|Aubigny en Laonnois|1
00203400|02034|02034|Audignicourt|1
00203500|02035|02035|Audigny|1
00203600|02036|02036|Augy|1
00203700|02037|02037|Aulnois sous Laon|1
00203800|02038|02038|Les Autels|1
00203900|02039|02039|Autremencourt|1
00204000|02040|02040|Autreppes|1
00204100|02041|02041|Autreville|1
00204200|02042|02042|Azy sur Marne|1
00204300|02043|02043|Bagneux|1
00204400|02044|02044|Bancigny|1
00204600|02046|02046|Barenton Bugny|1
00204700|02047|02047|Barenton Cel|1
00204800|02048|02048|Barenton sur Serre|1
00204900|02049|02049|Barisis|1
00205000|02050|02050|Barzy en Thiérache|1
00205100|02051|02051|Barzy sur Marne|1
00205200|02052|02052|Bassoles Aulers|1
00205300|02053|02053|Baulne en Brie|1
00205400|02054|02054|Bazoches sur Vesle|1
00205500|02055|02055|Beaumé|1
00205600|02056|02056|Beaumont en Beine|1
00205700|02057|02057|Beaurevoir|1
00205800|02058|02058|Beaurieux|1
00205900|02059|02059|Beautor|1
00206000|02060|02060|Beauvois en Vermandois|1
00206100|02061|02061|Becquigny|1
00206200|02062|02062|Belleau|1
00206300|02063|02063|Bellenglise|1
00206400|02064|02064|Belleu|1
00206500|02065|02065|Bellicourt|1
00206600|02066|02066|Benay|1
00206700|02067|02067|Bergues sur Sambre|1
00206800|02068|02068|Berlancourt|1
00206900|02069|02069|Berlise|1
00207000|02070|02070|Bernot|1
00207100|02071|02071|Berny Rivière|1
00207200|02072|02072|Berrieux|1
00207300|02073|02073|Berry au Bac|1
00207400|02074|02074|Bertaucourt Epourdon|1
00207500|02075|02075|Berthenicourt|1
00207600|02076|02076|Bertricourt|1
00207700|02077|02077|Berzy le Sec|1
00207800|02078|02078|Besmé|1
00207900|02079|02079|Besmont|1
00208000|02080|02080|Besny et Loisy|1
00208100|02081|02081|Béthancourt en Vaux|1
00208200|02082|02082|Beugneux|1
00208300|02083|02083|Beuvardes|1
00208400|02084|02084|Bézu le Guéry|1
00208500|02085|02085|Bézu Saint Germain|1
00208600|02086|02086|Bichancourt|1
00208700|02087|02087|Bieuxy|1
00208800|02088|02088|Bièvres|1
00208900|02089|02089|Billy sur Aisne|1
00209000|02090|02090|Billy sur Ourcq|1
00209100|02091|02091|Blanzy lès Fismes|1
00209300|02093|02093|Blérancourt|1
00209400|02094|02094|Blesmes|1
00209500|02095|02095|Bohain en Vermandois|1
00209600|02096|02096|Bois lès Pargny|1
00209700|02097|02097|Boncourt|1
00209800|02098|02098|Bonneil|1
00209900|02099|02099|Bonnesvalyn|1
00210000|02100|02100|Bony|1
00210100|02101|02101|Bosmont sur Serre|1
00210200|02102|02102|Bouconville Vauclair|1
00210300|02103|02103|Boué|1
00210400|02104|02104|Bouffignereux|1
00210500|02105|02105|Bouresches|1
00210600|02106|02106|Bourg et Comin|1
00210700|02107|02107|Bourguignon sous Coucy|1
00210800|02108|02108|Bourguignon sous Montbavin|1
00210900|02109|02109|La Bouteille|1
00211000|02110|02110|Braine|1
00211100|02111|02111|Brancourt en Laonnois|1
00211200|02112|02112|Brancourt le Grand|1
00211400|02114|02114|Brasles|1
00211500|02117|02117|Bray Saint Christophe|1
00211600|02118|02118|Braye|1
00211700|02115|02115|Braye en Laonnois|1
00211800|02116|02116|Braye en Thiérache|1
00211900|02119|02119|Brécy|1
00212000|02120|02120|Brenelle|1
00212100|02121|02121|Breny|1
00212200|02122|02122|Brie|1
00212300|02123|02123|Brissay Choigny|1
00212400|02124|02124|Brissy Hamégicourt|1
00212500|02125|02125|Brumetz|1
00212600|02126|02126|Brunehamel|1
00212700|02128|02128|Bruyères et Montbérault|1
00212800|02127|02127|Bruyères sur Fère|1
00212900|02129|02129|Bruys|1
00213000|02130|02130|Bucilly|1
00213100|02131|02131|Bucy le Long|1
00213200|02132|02132|Bucy lès Cerny|1
00213300|02133|02133|Bucy lès Pierrepont|1
00213400|02134|02134|Buire|1
00213500|02135|02135|Buironfosse|1
00213600|02136|02136|Burelles|1
00213700|02137|02137|Bussiares|1
00213800|02138|02138|Buzancy|1
00213900|02139|02139|Caillouël Crépigny|1
00214000|02140|02140|Camelin|1
00214100|02141|02141|La Capelle|1
00214200|02142|02142|Castres|1
00214300|02143|02143|Le Catelet|1
00214400|02144|02144|Caulaincourt|1
00214500|02145|02145|Caumont|1
00214600|02147|02147|La Celle sous Montmirail|1
00214700|02146|02146|Celles lès Condé|1
00214800|02148|02148|Celles sur Aisne|1
00214900|02149|02149|Cerizy|1
00215000|02150|02150|Cerny en Laonnois|1
00215100|02151|02151|Cerny lès Bucy|1
00215200|02152|02152|Cerseuil|1
00215300|02153|02153|Cessières|1
00215400|02154|02154|Chacrise|1
00215500|02155|02155|Chaillevois|1
00215600|02156|02156|Chalandry|1
00215700|02157|02157|Chambry|1
00215800|02158|02158|Chamouille|1
00215900|02159|02159|Champs|1
00216000|02160|02160|Chaourse|1
00216100|02161|02161|La Chapelle Monthodon|1
00216200|02162|02162|La Chapelle sur Chézy|1
00216300|02163|02163|Charly sur Marne|1
00216400|02164|02164|Le Charmel|1
00216500|02165|02165|Charmes|1
00216600|02000|00216600|Charmont sur Marne|0
00216650|02166|02166|Charteves|1
00216700|02167|02167|Chassemy|1
00216750|02000|00216750|Chassins|0
00216800|02168|02168|Château Thierry|1
00216900|02169|02169|Châtillon lès Sons|1
00217000|02170|02170|Châtillon sur Oise|1
00217100|02171|02171|Chaudardes|1
00217200|02172|02172|Chaudun|1
00217300|02173|02173|Chauny|1
00217400|02174|02174|Chavignon|1
00217500|02175|02175|Chavigny|1
00217600|02176|02176|Chavonne|1
00217700|02177|02177|Chérêt|1
00217800|02178|02178|Chermizy Ailles|1
00217900|02179|02179|Chery Chartreuve|1
00218000|02180|02180|Chéry lès Pouilly|1
00218100|02181|02181|Chéry lès Rozoy|1
00218200|02182|02182|Chevennes|1
00218300|02183|02183|Chevregny|1
00218400|02184|02184|Chevresis Monceau|1
00218500|02185|02185|Chézy en Orxois|1
00218600|02186|02186|Chézy sur Marne|1
00218700|02187|02187|Chierry|1
00218800|02188|02188|Chigny|1
00218900|02189|02189|Chivres en Laonnois|1
00219000|02190|02190|Chivres Val|1
00219100|02191|02191|Chivy Lès Etouvelles|1
00219200|02192|02192|Chouy|1
00219300|02193|02193|Cierges|1
00219400|02194|02194|Cilly|1
00219500|02195|02195|Ciry Salsogne|1
00219600|02196|02196|Clacy et Thierret|1
00219700|02197|02197|Clairfontaine|1
00219800|02198|02198|Clamecy|1
00219900|02199|02199|Clastres|1
00220000|02200|02200|Clermont les Fermes|1
00220100|02201|02201|Coeuvres et Valsery|1
00220300|02203|02203|Coincy|1
00220400|02204|02204|Coingt|1
00220500|02205|02205|Colligis Crandelain|1
00220600|02206|02206|Colonfay|1
00220700|02207|02207|Commenchon|1
00220800|02208|02208|Concevreux|1
00220900|02209|02209|Condé en Brie|1
00221000|02210|02210|Condé sur Aisne|1
00221100|02211|02211|Condé sur Suippe|1
00221200|02212|02212|Condren|1
00221300|02213|02213|Connigis|1
00221400|02214|02214|Contescourt|1
00221500|02215|02215|Corbeny|1
00221600|02216|02216|Corcy|1
00221700|02219|02219|Coucy la Ville|1
00221800|02217|02217|Coucy le Château Auffrique|1
00221900|02218|02218|Coucy lès Eppes|1
00222000|02220|02220|Coulonges Cohan|1
00222100|02221|02221|Coupru|1
00222200|02222|02222|Courbes|1
00222300|02223|02223|Courboin|1
00222350|02000|00222350|Courcelles|0
00222400|02224|02224|Courcelles sur Vesles|1
00222500|02225|02225|Courchamps|1
00222600|02226|02226|Courmelles|1
00222700|02227|02227|Courmont|1
00222800|02228|02228|Courtemont Varennes|1
00222900|02229|02229|Courtrizy et Fussigny|1
00223000|02230|02230|Couvrelles|1
00223100|02231|02231|Couvron et Aumencourt|1
00223200|02232|02232|Coyolles|1
00223300|02233|02233|Cramaille|1
00223400|02234|02234|Craonne|1
00223500|02235|02235|Craonnelle|1
00223600|02236|02236|Crécy au Mont|1
00223700|02237|02237|Crécy sur Serre|1
00223800|02238|02238|Crépy|1
00223900|02239|02239|Crézancy|1
00224000|02240|02240|Croix Fonsommes|1
00224100|02241|02241|La Croix sur Ourcq|1
00224200|02242|02242|Crouttes sur Marne|1
00224300|02243|02243|Crouy|1
00224400|02244|02244|Crupilly|1
00224500|02245|02245|Cuffies|1
00224600|02246|02246|Cugny|1
00224700|02000|00224700|Cugny lès Crouttes|0
00224800|02248|02248|Cuirieux|1
00224900|02249|02249|Cuiry Housse|1
00225000|02250|02250|Cuiry lès Chaudardes|1
00225100|02251|02251|Cuiry lès Iviers|1
