co_localite_pj|co_localite_insse|co_localite_insee_pj|lib_commune|principale
00225200|02252|02252|Cuissy et Geny|1
00225300|02253|02253|Cuisy en Almont|1
00225400|02254|02254|Cutry|1
00225500|02255|02255|Cys la Commune|1
00225600|02256|02256|Dagny Lambercy|1
00225700|02257|02257|Dallon|1
00225800|02258|02258|Dammard|1
00225900|02259|02259|Dampleux|1
00226000|02260|02260|Danizy|1
00226100|02261|02261|Dercy|1
00226200|02262|02262|Deuillet|1
00226300|02263|02263|Dhuizel|1
00226400|02264|02264|Dizy le Gros|1
00226500|02265|02265|Dohis|1
00226600|02266|02266|Dolignon|1
00226700|02267|02267|Dommiers|1
00226800|02268|02268|Domptin|1
00226900|02269|02269|Dorengt|1
00227000|02270|02270|Douchy|1
00227100|02271|02271|Dravegny|1
00227200|02272|02272|Droizy|1
00227300|02273|02273|Dury|1
00227400|02274|02274|Ebouleau|1
00227500|02275|02275|Effry|1
00227600|02276|02276|Englancourt|1
00227700|02277|02277|Epagny|1
00227800|02278|02278|Eparcy|1
00227900|02279|02279|Epaux Bézu|1
00228000|02280|02280|Epieds|1
00228100|02281|02281|L'Epine aux Bois|1
00228200|02282|02282|Eppes|1
00228300|02283|02283|Erlon|1
00228400|02284|02284|Erloy|1
00228600|02286|02286|Esquéhéries|1
00228700|02287|02287|Essigny le Grand|1
00228800|02288|02288|Essigny le Petit|1
00228900|02289|02289|Essises|1
00229000|02290|02290|Essômes sur Marne|1
00229100|02291|02291|Estrées|1
00229200|02292|02292|Etampes sur Marne|1
00229300|02293|02293|Etaves et Bocquiaux|1
00229400|02294|02294|Etouvelles|1
00229500|02295|02295|Etréaupont|1
00229600|02296|02296|Etreillers|1
00229700|02297|02297|Etrépilly|1
00229800|02298|02298|Etreux|1
00229900|02299|02299|Evergnicourt|1
00230000|02738|00230000|Fargniers|0
00230100|02301|02301|Faucoucourt|1
00230200|02302|02302|Faverolles|1
00230300|02303|02303|Fayet|1
00230400|02304|02304|La Fère|1
00230500|02305|02305|Fère en Tardenois|1
00230550|02000|00230550|Féronval|0
00230600|02306|02306|La Ferté Chevresis|1
00230700|02307|02307|La Ferté Milon|1
00230800|02308|02308|Fesmy le Sart|1
00230900|02309|02309|Festieux|1
00231000|02310|02310|Fieulaine|1
00231100|02311|02311|Filain|1
00231200|02312|02312|La Flamengrie|1
00231300|02313|02313|Flavigny le Grand et Beaurain|1
00231500|02315|02315|Flavy le Martel|1
00231600|02316|02316|Fleury|1
00231700|02317|02317|Fluquières|1
00231800|02318|02318|Folembray|1
00231900|02319|02319|Fonsommes|1
00232000|02320|02320|Fontaine lès Clercs|1
00232100|02321|02321|Fontaine lès Vervins|1
00232200|02322|02322|Fontaine Notre Dame|1
00232300|02323|02323|Fontaine Uterte|1
00232400|02324|02324|Fontenelle|1
00232500|02325|02325|Fontenelle en Brie|1
00232600|02326|02326|Fontenoy|1
00232700|02327|02327|Foreste|1
00232800|02328|02328|Fossoy|1
00232900|02329|02329|Fourdrain|1
00233000|02330|02330|Francilly Selency|1
00233100|02331|02331|Franqueville|1
00233200|02332|02332|Fresnes en Tardenois|1
00233250|02333|02333|Fresnes sous Coucy|1
00233400|02334|02334|Fresnoy le Grand|1
00233500|02335|02335|Fressancourt|1
00233600|02336|02336|Frières Faillouël|1
00233700|02337|02337|Froidestrées|1
00233800|02338|02338|Froidmont Cohartille|1
00233900|02339|02339|Gandelu|1
00234000|02340|02340|Gauchy|1
00234100|02341|02341|Gercy|1
00234200|02342|02342|Gergny|1
00234300|02343|02343|Germaine|1
00234400|02344|02344|Gernicourt|1
00234500|02345|02345|Gibercourt|1
00234600|02346|02346|Gizy|1
00234700|02347|02347|Gland|1
00234800|02348|02348|Glennes|1
00234900|02349|02349|Goudelancourt lès Berrieux|1
00235000|02350|02350|Goudelancourt lès Pierrepont|1
00235100|02351|02351|Goussancourt|1
00235200|02352|02352|Gouy|1
00235412|02665|02665|Grand Rozoy|1
00235424|02783|02783|Grand Verly|1
00235450|02353|02353|Grandlup et Fay|1
00235470|02354|02354|Grandrieux|1
00235500|02355|02355|Gricourt|1
00235600|02356|02356|Grisolles|1
00235700|02357|02357|Gronard|1
00235800|02358|02358|Grougis|1
00235900|02359|02359|Grugies|1
00236000|02360|02360|Guignicourt|1
00236100|02361|02361|Guise|1
00236200|02362|02362|Guivry|1
00236300|02363|02363|Guny|1
00236400|02364|02364|Guyencourt|1
00236500|02000|00236500|Hamégicourt|0
00236600|02366|02366|Hannappes|1
00236700|02367|02367|Happencourt|1
00236800|02368|02368|Haramont|1
00236900|02369|02369|Harcigny|1
00237000|02370|02370|Hargicourt|1
00237100|02371|02371|Harly|1
00237200|02372|02372|Hartennes et Taux|1
00237300|02373|02373|Hary|1
00237400|02000|00237400|La Haute Epine|0
00237500|02375|02375|Hautevesnes|1
00237600|02376|02376|Hauteville|1
00237700|02377|02377|Haution|1
00237800|02378|02378|La Hérie|1
00237900|02379|02379|Le Hérie la Viéville|1
00238000|02380|02380|Hinacourt|1
00238100|02381|02381|Hirson|1
00238200|02382|02382|Holnon|1
00238300|02383|02383|Homblières|1
00238400|02384|02384|Houry|1
00238500|02385|02385|Housset|1
00238600|02386|02386|Iron|1
00238700|02387|02387|Itancourt|1
00238800|02388|02388|Iviers|1
00238900|02389|02389|Jaulgonne|1
00239000|02390|02390|Jeancourt|1
00239100|02391|02391|Jeantes|1
00239200|02392|02392|Joncourt|1
00239300|02393|02393|Jouaignes|1
00239500|02395|02395|Jumencourt|1
00239600|02396|02396|Jumigny|1
00239700|02397|02397|Jussy|1
00239800|02398|02398|Juvigny|1
00239900|02399|02399|Juvincourt et Damary|1
00240000|02400|02400|Laffaux|1
00240100|02401|02401|Laigny|1
00240200|02402|02402|Lanchy|1
00240300|02403|02403|Landifay et Bertaignemont|1
00240400|02404|02404|Landouzy la Cour|1
00240500|02405|02405|Landouzy la Ville|1
00240600|02406|02406|Landricourt|1
00240700|02407|02407|Laniscourt|1
00240800|02408|02408|Laon|1
00240900|02409|02409|Lappion|1
00241000|02410|02410|Largny sur Automne|1
00241100|02411|02411|Latilly|1
00241200|02412|02412|Launoy|1
00241300|02413|02413|Laval en Laonnois|1
00241400|02414|02414|Lavaqueresse|1
00241500|02415|02415|Laversine|1
00241550|02374|02374|Lehaucourt|1
00241600|02416|02416|Lemé|1
00241700|02417|02417|Lempire|1
00241800|02418|02418|Lerzy|1
00241900|02419|02419|Leschelle|1
00242000|02420|02420|Lesdins|1
00242100|02421|02421|Lesges|1
00242200|02422|02422|Lesquielles Saint Germain|1
00242300|02423|02423|Leuilly sous Coucy|1
00242400|02424|02424|Leury|1
00242500|02425|02425|Leuze|1
00242600|02426|02426|Levergies|1
00242700|02427|02427|Lhuys|1
00242800|02428|02428|Licy Clignon|1
00242900|02429|02429|Lierval|1
00243000|02430|02430|Liesse Notre Dame|1
00243100|02431|02431|Liez|1
00243200|02432|02432|Limé|1
00243300|02433|02433|Lislet|1
00243400|02434|02434|Lizy|1
00243500|02435|02435|Logny lès Aubenton|1
00243800|02438|02438|Longpont|1
00243900|02439|02439|Longueval Barbonval|1
00244000|02440|02440|Lor|1
00244100|02441|02441|Louâtre|1
00244200|02442|02442|Loupeigne|1
00244300|02443|02443|Lucy le Bocage|1
00244400|02444|02444|Lugny|1
00244500|02445|02445|Luzoir|1
00244600|02446|02446|Ly Fontaine|1
00244700|02447|02447|Maast et Violaine|1
00244800|02448|02448|Mâchecourt|1
00244900|02449|02449|Macogny|1
00245000|02450|02450|Macquigny|1
00245100|02451|02451|Magny la Fosse|1
00245200|02452|02452|Maissemy|1
00245300|02453|02453|Maizy|1
00245400|02454|02454|La Malmaison|1
00245500|02455|02455|Malzy|1
00245600|02456|02456|Manicamp|1
00245700|02457|02457|Marchais|1
00245800|02458|02458|Marchais en Brie|1
00245900|02459|02459|Marcy|1
00246000|02460|02460|Marcy sous Marle|1
00246100|02461|02461|Marest Dampcourt|1
00246200|02462|02462|Mareuil en Dôle|1
00246300|02463|02463|Marfontaine|1
00246400|02464|02464|Margival|1
00246500|02465|02465|Marigny en Orxois|1
00246700|02467|02467|Marizy Saint Mard|1
00246750|02466|02466|Marizy Sainte Geneviève|1
00246800|02468|02468|Marle|1
00246900|02469|02469|Marly Gomont|1
00247000|02470|02470|Martigny|1
00247100|02471|02471|Martigny Courpierre|1
00247200|02472|02472|Mauregny en Haye|1
00247300|02473|02473|Mayot|1
00247400|02474|02474|Mennessis|1
00247500|02475|02475|Menneville|1
00247600|02476|02476|Mennevret|1
00247700|02477|02477|Mercin et Vaux|1
00247800|02478|02478|Merlieux et Fouquerolles|1
00247900|02479|02479|Merval|1
00248000|02480|02480|Mesbrecourt Richecourt|1
00248100|02481|02481|Mesnil Saint Laurent|1
00248200|02482|02482|Meurival|1
00248300|02483|02483|Mézières sur Oise|1
00248400|02484|02484|Mézy Moulins|1
00248500|02485|02485|Missy aux Bois|1
00248600|02486|02486|Missy lès Pierrepont|1
00248700|02487|02487|Missy sur Aisne|1
00248800|02488|02488|Molain|1
00248900|02489|02489|Molinchart|1
00249000|02490|02490|Monampteuil|1
00249100|02491|02491|Monceau le Neuf et Faucouzy|1
00249150|02493|02493|Monceau le Waast|1
00249200|02492|02492|Monceau lès Leups|1
00249400|02494|02494|Monceau sur Oise|1
00249500|02495|02495|Mondrepuis|1
00249550|02000|00249550|Monneaux|0
00249600|02496|02496|Monnes|1
00249700|02497|02497|Mons en Laonnois|1
00249720|02503|02503|Mont d'Origny|1
00249740|02520|02520|Mont Notre Dame|1
00249760|02522|02522|Mont Saint Jean|1
00249780|02523|02523|Mont Saint Martin|1
00249790|02524|02524|Mont Saint Père|1
00249800|02498|02498|Montaigu|1
00249900|02499|02499|Montbavin|1
00250000|02500|02500|Montbrehain|1
00250100|02501|02501|Montchâlons|1
00250200|02502|02502|Montcornet|1
00250400|02504|02504|Montescourt Lizerolles|1
00250500|02505|02505|Montfaucon|1
00250600|02506|02506|Montgobert|1
00250700|02507|02507|Montgru Saint Hilaire|1
00250800|02508|02508|Monthenault|1
00250900|02509|02509|Monthiers|1
00251000|02510|02510|Monthurel|1
00251100|02511|02511|Montigny en Arrouaise|1
00251200|02512|02512|Montigny l'Allier|1
00251300|02513|02513|Montigny le Franc|1
00251400|02514|02514|Montigny Lengrain|1
00251500|02515|02515|Montigny lès Condé|1
00251600|02516|02516|Montigny sous Marle|1
00251700|02517|02517|Montigny sur Crécy|1
00251800|02518|02518|Montlevon|1
00251900|02519|02519|Montloué|1
00252100|02521|02521|Montreuil aux Lions|1
00252500|02525|02525|Morcourt|1
00252600|02526|02526|Morgny en Thiérache|1
00252700|02527|02527|Morsain|1
00252800|02528|02528|Mortefontaine|1
00252900|02529|02529|Mortiers|1
00253000|02530|02530|Moulins|1
00253100|02531|02531|Moussy Verneuil|1
00253200|02532|02532|Moÿ de l'Aisne|1
00253300|02533|02533|Muret et Crouttes|1
00253400|02534|02534|Muscourt|1
00253500|02535|02535|Nampcelles la Cour|1
00253600|02536|02536|Nampteuil sous Muret|1
00253700|02537|02537|Nanteuil la Fosse|1
00253800|02538|02538|Nanteuil Notre Dame|1
00253900|02539|02539|Nauroy|1
00253950|02713|00253950|Nesles en Dole|0
00254000|02540|02540|Nesles la Montagne|1
00254100|02541|02541|Neufchâtel sur Aisne|1
00254200|02542|02542|Neuflieux|1
00254300|02543|02543|Neuilly Saint Front|1
00254400|02544|02544|Neuve Maison|1
00254500|02545|02545|La Neuville Bosmont|1
00254600|02546|02546|La Neuville en Beine|1
00254700|02547|02547|La Neuville Housset|1
00254800|02548|02548|La Neuville lès Dorengt|1
00254900|02549|02549|Neuville Saint Amand|1
00255000|02550|02550|Neuville sur Ailette|1
00255100|02551|02551|Neuville sur Margival|1
00255200|02552|02552|Neuvillette|1
00255300|02553|02553|Nizy le Comte|1
00255500|02555|02555|Nogent l'Artaud|1
00255550|02554|02554|Nogentel|1
00255600|02556|02556|Noircourt|1
00255700|02557|02557|Noroy sur Ourcq|1
00255724|02000|00255724|Notre Dame de Liesse|0
00255800|02558|02558|Le Nouvion en Thiérache|1
00255900|02559|02559|Nouvion-et-Catillon|1
00256000|02560|02560|Nouvion le Comte|1
00256100|02561|02561|Nouvion le Vineux|1
00256200|02562|02562|Nouvron Vingré|1
00256300|02563|02563|Noyales|1
00256400|02564|02564|Noyant et Aconin|1
00256500|02565|02565|Oeuilly|1
00256600|02566|02566|Ognes|1
00256700|02567|02567|Ohis|1
00256800|02568|02568|Oigny en Valois|1
00256900|02569|02569|Oisy|1
00257000|02570|02570|Ollezy|1
00257100|02571|02571|Omissy|1
00257200|02572|02572|Orainville|1
00257300|02573|02573|Orgeval|1
00257400|02574|02574|Origny en Thiérache|1
00257500|02575|02575|Origny Sainte Benoite|1
00257600|02576|02576|Osly Courtil|1
00257700|02577|02577|Ostel|1
00257800|02578|02578|Oulches la Vallée Foulon|1
00257900|02579|02579|Oulchy la Ville|1
00258000|02580|02580|Oulchy le Château|1
00258100|02581|02581|Paars|1
00258200|02582|02582|Paissy|1
00258300|02583|02583|Pancy Courtecon|1
00258400|02584|02584|Papleux|1
00258500|02585|02585|Parcy et Tigny|1
00258600|02586|02586|Parfondeval|1
00258700|02587|02587|Parfondru|1
00258800|02588|02588|Pargnan|1
00258900|02589|02589|Pargny Filain|1
00259000|02590|02590|Pargny la Dhuys|1
00259100|02591|02591|Pargny les Bois|1
00259200|02592|02592|Parpeville|1
00259300|02593|02593|Pasly|1
00259400|02594|02594|Passy en Valois|1
00259500|02595|02595|Passy sur Marne|1
00259600|02596|02596|Pavant|1
00259700|02597|02597|Perles|1
00259800|02598|02598|Pernant|1
00259818|02784|02784|Petit Verly|1
00259900|02599|02599|Pierremande|1
00260000|02600|02600|Pierrepont|1
00260100|02601|02601|Pignicourt|1
00260200|02602|02602|Pinon|1
00260400|02604|02604|Pithon|1
00260500|02605|02605|Pleine Selve|1
00260600|02606|02606|Le Plessier Huleu|1
00260700|02607|02607|Ploisy|1
00260800|02608|02608|Plomion|1
00260900|02609|02609|Ployart et Vaurseine|1
00261000|02610|02610|Pommiers|1
00261100|02559|00261100|Pont à Bucy|0
00261200|02612|02612|Pont Arcy|1
00261260|02616|02616|Pont Saint Mard|1
00261300|02613|02613|Pontavert|1
00261400|02614|02614|Pontru|1
00261500|02615|02615|Pontruet|1
00261700|02617|02617|Pouilly sur Serre|1
00261800|02618|02618|Prémont|1
00261900|02619|02619|Prémontré|1
00262000|02620|02620|Presles et Boves|1
00262100|02621|02621|Presles et Thierny|1
00262200|02622|02622|Priez|1
00262300|02623|02623|Prisces|1
00262400|02624|02624|Proisy|1
00262500|02625|02625|Proix|1
00262600|02626|02626|Prouvais|1
00262700|02627|02627|Proviseux et Plesnoy|1
00262800|02628|02628|Puiseux en Retz|1
00262900|02629|02629|Puisieux et Clanlieu|1
00263000|02738|00263000|Quessy|0
00263100|02631|02631|Quierzy|1
00263200|02632|02632|Quincy Basse|1
00263300|02633|02633|Quincy sous le Mont|1
00263400|02634|02634|Raillimont|1
00263500|02635|02635|Ramicourt|1
00263600|02636|02636|Regny|1
00263700|02637|02637|Remaucourt|1
00263800|02638|02638|Remies|1
00263900|02639|02639|Remigny|1
00264000|02640|02640|Renansart|1
00264100|02641|02641|Renneval|1
00264200|02642|02642|Résigny|1
00264300|02643|02643|Ressons le Long|1
00264400|02644|02644|Retheuil|1
00264500|02645|02645|Reuilly Sauvigny|1
00264600|02646|02646|Révillon|1
00264700|02647|02647|Ribeauville|1
00264800|02648|02648|Ribemont|1
00264900|02649|02649|Rocourt Saint Martin|1
00265000|02650|02650|Rocquigny|1
00265100|02651|02651|Rogécourt|1
00265200|02652|02652|Rogny|1
00265300|02653|02653|Romeny sur Marne|1
00265400|02654|02654|Romery|1
00265500|02655|02655|Ronchères|1
00265600|02656|02656|Roucy|1
00265700|02657|02657|Rougeries|1
00265800|02658|02658|Roupy|1
00265900|02659|02659|Rouvroy|1
00266000|02660|02660|Rouvroy sur Serre|1
00266100|02661|02661|Royaucourt et Chailvet|1
00266200|02662|02662|Rozet Saint Albin|1
00266300|02663|02663|Rozières sur Crise|1
00266400|02664|02664|Rozoy Bellevalle|1
00266600|02666|02666|Rozoy sur Serre|1
00266700|02667|02667|Saconin et Breuil|1
00266800|02668|02668|Sains Richaumont|1
00266900|02669|02669|Saint Agnan|1
00267000|02670|02670|Saint Algis|1
00267100|02671|02671|Saint Aubin|1
00267200|02672|02672|Saint Bandry|1
00267300|02673|02673|Saint Christophe à Berry|1
00267400|02674|02674|Saint Clément|1
00267500|02675|02675|Sainte Croix|1
00267600|02676|02676|Saint Erme Outre et Ramecourt|1
00267700|02677|02677|Saint Eugène|1
00267800|02678|02678|Sainte Geneviève|1
00267900|02679|02679|Saint Gengoulph|1
00268000|02680|02680|Saint Gobain|1
00268100|02681|02681|Saint Gobert|1
00268200|02682|02682|Saint Mard|1
00268300|02683|02683|Saint Martin Rivière|1
00268400|02684|02684|Saint Michel|1
00268500|02685|02685|Saint Nicolas aux Bois|1
00268600|02686|02686|Saint Paul aux Bois|1
00268700|02687|02687|Saint Pierre Aigle|1
00268800|02688|02688|Saint Pierre lès Franqueville|1
00268900|02689|02689|Saint Pierremont|1
00269000|02690|02690|Sainte Preuve|1
00269100|02691|02691|Saint Quentin|1
00269300|02693|02693|Saint Rémy Blanzy|1
00269400|02694|02694|Saint Simon|1
00269500|02695|02695|Saint Thibaut|1
00269600|02696|02696|Saint Thomas|1
00269700|02697|02697|Samoussy|1
00269800|02698|02698|Sancy les Cheminots|1
00269900|02699|02699|Saponay|1
00270100|02701|02701|Saulchery|1
00270200|02702|02702|Savy|1
00270300|02703|02703|Seboncourt|1
00270400|02704|02704|Selens|1
00270500|02705|02705|La Selve|1
00270600|02706|02706|Septmonts|1
00270700|02707|02707|Septvaux|1
00270800|02708|02708|Sequehart|1
00270900|02709|02709|Serain|1
00271000|02710|02710|Seraucourt le Grand|1
00271100|02711|02711|Serches|1
00271200|02712|02712|Sergy|1
00271300|02713|02713|Seringes-et-Nesles|1
00271400|02714|02714|Sermoise|1
00271450|02716|02716|Servais|1
00271500|02715|02715|Serval|1
00271700|02717|02717|Séry lès Mézières|1
00271800|02718|02718|Silly la Poterie|1
00271900|02719|02719|Sinceny|1
00272000|02720|02720|Sissonne|1
00272100|02721|02721|Sissy|1
00272200|02722|02722|Soissons|1
00272300|02723|02723|Soize|1
00272400|02724|02724|Sommelans|1
00272500|02725|02725|Sommeron|1
00272600|02726|02726|Sommette Eaucourt|1
00272700|02727|02727|Sons et Ronchères|1
00272800|02728|02728|Sorbais|1
00272900|02729|02729|Soucy|1
00273000|02730|02730|Soupir|1
00273100|02731|02731|Le Sourd|1
00273200|02732|02732|Surfontaine|1
00273300|02733|02733|Suzy|1
00273400|02734|02734|Taillefontaine|1
00273500|02735|02735|Tannières|1
00273600|02736|02736|Tartiers|1
00273700|02737|02737|Tavaux et Pontséricourt|1
00273800|02738|02738|Tergnier|1
00273900|02739|02739|Terny Sorny|1
00274000|02740|02740|Thenailles|1
00274100|02741|02741|Thenelles|1
00274200|02742|02742|Thiernu|1
00274300|02743|02743|Le Thuel|1
00274400|02744|02744|Torcy en Valois|1
00274500|02745|02745|Toulis et Attencourt|1
00274600|02746|02746|Travecy|1
00274700|02747|02747|Trefcon|1
00274800|02748|02748|Trélou sur Marne|1
00274900|02749|02749|Troësnes|1
00275000|02750|02750|Trosly Loire|1
00275100|02751|02751|Trucy|1
00275200|02752|02752|Tugny et Pont|1
00275300|02753|02753|Tupigny|1
00275400|02754|02754|Ugny le Gay|1
00275500|02755|02755|Urcel|1
00275600|02756|02756|Urvillers|1
00275700|02757|02757|Vadencourt|1
00275800|02758|02758|Vailly sur Aisne|1
00275900|02759|02759|La Vallée au Blé|1
00276000|02760|02760|La Vallée Mulâtre|1
00276050|02000|00276050|Varennes|0
00276100|02761|02761|Variscourt|1
00276200|02762|02762|Vassens|1
00276300|02763|02763|Vasseny|1
00276400|02764|02764|Vassogne|1
00276500|02765|02765|Vaucelles et Beffecourt|1
00276600|02766|02766|Vaudesson|1
00276640|02769|02769|Vaux Andigny|1
